1300 2
  48  413 0
  47  404 0
  47  393 0
  56  389 0
  57  402 0
  56  411 0
  54  414 0
  52  415 0
  51  410 0
  51  406 0
  53  404 0
-149  336 0
-161  321 0
-171  311 0
-166  327 0
-165  340 0
-170  341 0
-178  328 0
-175  317 0
-168  323 0
-160  335 0
-154  336 0
-155  328 0
-161  325 0
-158  323 0
 144 -142 0
 152 -137 0
 147 -128 0
 139 -133 0
 135 -133 0
 134 -129 0
 138 -124 0
 141 -119 0
 147 -118 0
 163 -121 0
 157 -132 0
 157 -140 0
 156 -150 0
 152 -157 0
 151 -160 0
 146 -165 0
 146 -172 0
 159 -150 0
 163 -142 0
 163 -132 0
 145 -147 0
 143 -147 0
 137 -139 0
 128 -150 0
 146 -150 0
 146 -144 0
 490  212 0
 460  225 0
 464  234 0
 484  253 0
 482  258 0
 470  259 0
 469  271 0
 473  275 0
 458  278 0
 465  288 0
 477  298 0
 464  297 0
 461  296 0
 461  301 0
 463  303 0
 473  307 0
 479  305 0
 479  292 0
 469  281 0
 474  274 0
 491  273 0
 483  267 0
 479  266 0
 465  251 0
 464  274 0
 453  267 0
 450  258 0
 450  252 0
 451  240 0
 451  234 0
 451  229 0
 451  223 0
 461  218 0
 473  213 0
 474  213 0
 474  208 0
 494  236 0
 472  249 0
 459  249 0
 454  276 0
 439  281 0
 444  280 0
 448  287 0
 452  286 0
 459  272 0
 454  261 0
 453  254 0
 459  256 0
 467  279 0
 476  292 0
 472  303 0
 461  302 0
 448  298 0
 449  290 0
 456  269 0
 481  288 0
 472  268 0
 470  255 0
 465  245 0
 470  235 0
 486  225 0
 487  227 0
 481  234 0
 153 -131 0
 148 -121 0
 152 -121 0
 145 -128 0
 139 -148 0
 143 -161 0
 145 -161 0
 153 -160 0
 164 -153 0
 164 -147 0
 165 -140 0
-165 -107 0
-165  -98 0
-162  -88 0
-167  -81 0
-188  -87 0
-203  -90 0
-210  -99 0
-202  -98 0
-192  -91 0
-194  -97 0
-195 -113 0
-202 -121 0
-208 -135 0
-217 -151 0
-222 -161 0
-222 -170 0
-221 -171 0
-224 -160 0
-222 -134 0
-226 -106 0
-218  -92 0
-213  -84 0
-190  -87 0
-165  -93 0
-182 -106 0
-187 -108 0
-203 -128 0
-203 -135 0
-208 -121 0
-205 -102 0
-206 -115 0
-213 -132 0
-220 -144 0
-212 -164 0
-212 -149 0
-209 -166 0
-205 -172 0
-201 -167 0
 261  193 0
 260  191 0
 251  176 0
 251  173 0
 256  169 0
 260  163 0
 273  163 0
 285  167 0
 291  177 0
 280  195 0
 263  200 0
 255  189 0
 256  182 0
 263  181 0
 276  182 0
 277  180 0
 281  180 0
 280  188 0
 266  195 0
 264  189 0
 272  189 0
 277  192 0
 270  176 0
 268  172 0
 266  170 0
 281  171 0
 265  166 0
 268  176 0
 258  174 0
 277  168 0
 284  172 0
 288  182 0
 285  191 0
 273  197 0
 269  203 0
 265  196 0
 266  183 0
 286  182 0
 276  175 0
 270  171 0
 265  164 0
 278  163 0
 288  177 0
 287  192 0
 277  198 0
 266  207 0
 260  198 0
 259  195 0
 254  196 0
 248  188 0
 253  175 0
 265  170 0
 263  166 0
 271  164 0
 286  170 0
 286  176 0
 284  179 0
 279  187 0
 268  181 0
 263  178 0
 282  194 0
 278  177 0
 267  181 0
 263  366 0
 263  362 0
 263  350 0
 274  346 0
 288  351 0
 289  351 0
 292  353 0
 292  360 0
 304  372 0
 301  379 0
 288  385 0
 276  383 0
 270  379 0
 266  361 0
 266  357 0
 269  357 0
 278  355 0
 286  354 0
 282  358 0
 280  369 0
 273  371 0
 276  377 0
 292  376 0
 284  372 0
 285  365 0
 295  365 0
 294  369 0
 297  377 0
 295  384 0
 278  367 0
 277  364 0
 273  367 0
 278  382 0
 290  386 0
 299  383 0
 297  378 0
 299  380 0
 289  370 0
 294  381 0
 282  385 0
 299  397 0
 302  397 0
 308  389 0
 304  381 0
 302  390 0
 300  390 0
 294  394 0
 289  385 0
 284  375 0
 271  367 0
 261  361 0
 256  371 0
 248  384 0
 247  393 0
 257  416 0
 272  420 0
 263  415 0
 260  409 0
 256  403 0
 255  386 0
 256  384 0
 255  373 0
 256  379 0
 255  390 0
 254  402 0
 258  409 0
 270  416 0
 274  424 0
 263  424 0
 257  418 0
 253  409 0
 253  407 0
 250  392 0
 242  378 0
 244  361 0
 265  352 0
 262  354 0
 254  368 0
 249  373 0
 241  387 0
 245  398 0
 251  418 0
 263  427 0
 255  423 0
 247  405 0
 242  383 0
 244  364 0
 252  364 0
 273  357 0
 252  357 0
 246  363 0
 247  372 0
 246  378 0
 253  394 0
 256  402 0
 258  415 0
 267  423 0
 271  428 0
 267  432 0
 258  424 0
 257  420 0
 262  355 0
 270  352 0
 254  354 0
 248  363 0
 266  363 0
 258  370 0
 264  373 0
 252  376 0
 246  376 0
 249  391 0
 249  406 0
 251  414 0
 266  424 0
 258  421 0
 247  411 0
 239  392 0
 241  374 0
 250  362 0
 268  355 0
 291  364 0
 305  373 0
 312  387 0
 315  390 0
 311  393 0
 309  394 0
 301  399 0
 252  371 0
 252  381 0
 256  401 0
 264  425 0
 262  426 0
 255  416 0
 246  401 0
 244  396 0
 244  385 0
 279   72 0
 272   66 0
 270   56 0
 276   49 0
 279   49 0
 282   44 0
 283   36 0
 278   25 0
 280   20 0
 288   16 0
 299   16 0
 305   25 0
 301   31 0
 300   37 0
 307   42 0
 313   48 0
 313   51 0
 302   53 0
 297   56 0
 300   57 0
 310   66 0
 303   71 0
 285   74 0
 281   69 0
 281   64 0
 292   67 0
 296   67 0
 313   65 0
 306   57 0
 303   57 0
 298   57 0
 291   61 0
 283   64 0
 277   62 0
 278   60 0
 285   57 0
 295   54 0
 291   53 0
 290   51 0
 284   54 0
 294   49 0
 294   45 0
 290   42 0
 290   36 0
 287   30 0
 286   26 0
 282   24 0
 286   18 0
 291   20 0
 296   21 0
 296   34 0
 296   37 0
 298   48 0
 302   52 0
 304   55 0
 297   41 0
 273   37 0
 269   41 0
 298   53 0
 293   44 0
 284   44 0
 284   45 0
 280   58 0
 291   62 0
 281   39 0
 274   37 0
 475   74 0
 457   61 0
 457   53 0
 478   43 0
 491   41 0
 503   51 0
 491   62 0
 469   64 0
 468   70 0
 482   67 0
 471   57 0
 480   57 0
 478   61 0
 475   60 0
 489   53 0
 481   49 0
 467   48 0
 458   50 0
 466   55 0
 463   64 0
 463   53 0
 480   50 0
 486   48 0
 485   60 0
 484   65 0
 491   52 0
 500   46 0
 488   41 0
 472   42 0
 465   49 0
 478   51 0
 480   51 0
 471   58 0
 475   63 0
 469   67 0
 463   56 0
 464   51 0
 485   45 0
 468   46 0
 466   46 0
 458   43 0
 453   54 0
 462   60 0
 481   66 0
 483   60 0
 500   48 0
 506   42 0
 502   61 0
 494   68 0
 485   74 0
 481   74 0
 472   74 0
 458   71 0
 505   42 0
 494   51 0
 494   63 0
 482   43 0
 468   37 0
 464   33 0
 470   32 0
 476   33 0
 482   37 0
 485   37 0
 485   38 0
 479   41 0
 474   55 0
 483   63 0
 491   72 0
 493   55 0
 493   46 0
 487   40 0
 480   37 0
 473   35 0
 469   35 0
 460   37 0
 459   50 0
 464   77 0
 472   80 0
 478   78 0
 489   76 0
 490   71 0
 494   58 0
 493   50 0
 495   47 0
 504   46 0
 501   43 0
 496   41 0
 493   41 0
 478   38 0
 473   37 0
 474   49 0
 452   34 0
 459   48 0
 463   67 0
 454   74 0
 444   70 0
 440   64 0
 434   62 0
-112   67 0
-120   64 0
-120   59 0
-115   51 0
-110   51 0
-103   56 0
-103   57 0
-104   60 0
-108   57 0
-113   53 0
-113   57 0
-112   61 0
-114   62 0
-117   57 0
-118   57 0
-115   65 0
-105   65 0
-102   74 0
-106   74 0
-110   69 0
-116   68 0
-106   66 0
-103   73 0
-101   65 0
-103   63 0
-101   56 0
-106   55 0
 -76  276 0
 -81  274 0
 -79  265 0
 -75  264 0
 -68  268 0
 -67  269 0
 -59  272 0
 -64  278 0
 -72  277 0
 -74  275 0
 -72  272 0
 -70  275 0
 -65  277 0
 -65  272 0
 -71  272 0
 -77  273 0
 -77  267 0
 -72  259 0
 -69  261 0
 -67  262 0
 -60  264 0
 -64  267 0
 -65  270 0
 -55  274 0
 -59  280 0
 -64  283 0
 -71  286 0
 -77  286 0
 -81  286 0
 -84  279 0
 -80  266 0
 -70  266 0
 -66  272 0
 -71  279 0
 -77  284 0
 -79  281 0
 -76  281 0
 -76  280 0
 -79  270 0
 -86  274 0
 -79  272 0
 -73  267 0
 -65  274 0
 -61  280 0
 -70  285 0
 -73  289 0
 -70  289 0
 -67  283 0
 -62  268 0
 -58  274 0
 -69  280 0
 -74  287 0
 -77  287 0
 -62  277 0
 -61  281 0
 -63  286 0
 -67  289 0
 -69  289 0
 -75  291 0
 -81  283 0
-174  167 0
-192  167 0
-200  165 0
-203  165 0
-197  172 0
-195  175 0
-184  169 0
-173  169 0
-168  170 0
-168  174 0
-167  185 0
-168  183 0
-174  170 0
 320  -94 0
 310 -105 0
 308 -112 0
 314 -114 0
 323 -116 0
 329 -116 0
 338 -116 0
 351 -116 0
 378 -112 0
 386 -110 0
 383 -107 0
 369 -109 0
 361 -112 0
 389 -107 0
 416  -91 0
 395  -91 0
 387  -91 0
 375  -93 0
 366  -94 0
 361  -94 0
 351  -94 0
 335  -94 0
 331  -94 0
 322  -97 0
 319 -101 0
 322 -107 0
 325 -107 0
 327 -107 0
 338 -100 0
 330  -99 0
 325 -105 0
 333 -108 0
 346 -106 0
 349 -101 0
 346  -99 0
 342 -107 0
 350 -109 0
 361 -108 0
 364 -104 0
 358 -102 0
 352 -101 0
 355 -100 0
 363 -100 0
 374  -99 0
 378  -94 0
 378  -99 0
 379 -100 0
 385 -101 0
 394 -102 0
 406 -102 0
 418  -94 0
 411  -94 0
 402  -95 0
 391  -94 0
 385  -95 0
 378 -101 0
 364 -102 0
 361 -102 0
 352 -104 0
 349 -105 0
 343 -106 0
 330 -106 0
 320 -105 0
 311 -102 0
 303 -106 0
 305 -111 0
 312 -111 0
 321 -110 0
 331 -110 0
 342 -110 0
 347 -110 0
 364 -110 0
 365 -110 0
 377 -109 0
 394 -103 0
 398  -98 0
 388  -98 0
 400  -89 0
 408  -89 0
 380  -94 0
 352  -91 0
 330  -95 0
 317  -98 0
 312 -108 0
 327 -108 0
 347 -108 0
 374 -108 0
 387 -101 0
 392  -97 0
 350 -102 0
 333 -100 0
 343  -95 0
 327  -96 0
 319 -105 0
 323 -108 0
 341 -108 0
 349 -108 0
 356 -107 0
 376 -103 0
 384  -96 0
 412 -199 0
 404 -201 0
 402 -207 0
 402 -214 0
 411 -223 0
 412 -223 0
 415 -223 0
 416 -229 0
 435 -240 0
 441 -240 0
 440 -237 0
 430 -233 0
 428 -223 0
 431 -223 0
 436 -228 0
 436 -230 0
 439 -220 0
 431 -210 0
 417 -201 0
 410 -201 0
 409 -209 0
 414 -210 0
 417 -205 0
 417 -215 0
 422 -221 0
 428 -221 0
 427 -222 0
 428 -238 0
 423 -230 0
 421 -229 0
 426 -217 0
 426 -210 0
 423 -206 0
 412 -203 0
 404 -209 0
 404 -218 0
 407 -220 0
 408 -223 0
 409 -226 0
 413 -230 0
 419 -234 0
 422 -235 0
 436 -239 0
 442 -234 0
 436 -226 0
 434 -214 0
 425 -215 0
 414 -218 0
 407 -205 0
 405 -210 0
 413 -214 0
 423 -215 0
 424 -233 0
 432 -241 0
 443 -246 0
 447 -251 0
 449 -242 0
 442 -231 0
 437 -217 0
 431 -214 0
 425 -209 0
 420 -203 0
 418 -212 0
 418 -218 0
 426 -226 0
 431 -218 0
 424 -213 0
 418 -208 0
 412 -214 0
 414 -220 0
 418 -222 0
 419 -222 0
 422 -227 0
 429 -236 0
 432 -238 0
 433 -230 0
 421 -210 0
 414 -205 0
 410 -217 0
 429 -227 0
 433 -232 0
 428 -241 0
 427 -236 0
 420 -228 0
 409 -224 0
 405 -223 0
 404 -223 0
 401 -224 0
 400 -225 0
 399 -221 0
 409 -228 0
 414 -229 0
 428 -239 0
 438 -230 0
 438 -225 0
 428 -217 0
 399 -205 0
 404 -217 0
 426 -235 0
 441 -249 0
  -8 -100 0
 -19 -106 0
 -20 -113 0
 -20 -118 0
 -19 -131 0
 -20 -148 0
 -19 -148 0
 -13 -148 0
 -11 -148 0
 -10 -139 0
  -9 -126 0
  -9 -106 0
 -10 -102 0
 -16 -110 0
 -16 -112 0
 -11 -109 0
 -11 -106 0
 -13 -107 0
 -15 -117 0
 -15 -123 0
 -15 -130 0
 -15 -138 0
 -14 -121 0
 -10 -113 0
 -13 -103 0
 -22 -108 0
 -23 -113 0
 -22 -132 0
 -22 -141 0
 -18 -146 0
 -18 -144 0
 -18 -132 0
 -17 -118 0
 -15 -103 0
  -8  -98 0
 -15  -97 0
 -18 -102 0
 -19 -111 0
 -19 -122 0
 -21 -133 0
 -23 -139 0
 -19 -140 0
 -13 -132 0
 -13 -128 0
 -14 -117 0
 -13 -109 0
 -13 -102 0
 -19 -100 0
 -24 -106 0
 -25 -110 0
 -25 -117 0
 -21 -129 0
 -26 -136 0
 -26 -141 0
 -20 -143 0
 -15 -136 0
 -15 -126 0
 -17 -122 0
 -30 -124 0
 -29 -136 0
 -30 -125 0
 -26 -118 0
 -22 -100 0
 -21  -96 0
 -14  -98 0
 -14  -88 0
 -18  -90 0
 -26  -98 0
 -26 -110 0
 -27 -120 0
 -26 -129 0
 -25 -133 0
 -21 -128 0
 -23 -123 0
 -23 -115 0
 -19 -105 0
 -16  -96 0
 -16  -87 0
 -16  -75 0
 -20  -76 0
 -22  -84 0
 -21  -87 0
 -19  -81 0
 -17  -77 0
 -24  -80 0
 -25  -82 0
 -22  -86 0
 -20  -86 0
 -20  -85 0
 -20  -82 0
 -21  -77 0
 -26 -100 0
 -29 -102 0
 -25  -92 0
 -23  -92 0
 -23  -93 0
 -28 -100 0
 -32 -100 0
 -22 -137 0
 -22 -139 0
