900 2
  48  413 0
  47  404 0
  47  393 0
  56  389 0
  57  402 0
  56  411 0
  54  414 0
  52  415 0
  51  410 0
  51  406 0
  53  404 0
-149  336 0
-161  321 0
-171  311 0
-166  327 0
-165  340 0
-170  341 0
-178  328 0
-175  317 0
-168  323 0
-160  335 0
-154  336 0
-155  328 0
-161  325 0
-158  323 0
 144 -142 0
 152 -137 0
 147 -128 0
 139 -133 0
 135 -133 0
 134 -129 0
 138 -124 0
 141 -119 0
 147 -118 0
 163 -121 0
 157 -132 0
 157 -140 0
 156 -150 0
 152 -157 0
 151 -160 0
 146 -165 0
 146 -172 0
 159 -150 0
 163 -142 0
 163 -132 0
 145 -147 0
 143 -147 0
 137 -139 0
 128 -150 0
 146 -150 0
 146 -144 0
 490  212 0
 460  225 0
 464  234 0
 484  253 0
 482  258 0
 470  259 0
 469  271 0
 473  275 0
 458  278 0
 465  288 0
 477  298 0
 464  297 0
 461  296 0
 461  301 0
 463  303 0
 473  307 0
 479  305 0
 479  292 0
 469  281 0
 474  274 0
 491  273 0
 483  267 0
 479  266 0
 465  251 0
 464  274 0
 453  267 0
 450  258 0
 450  252 0
 451  240 0
 451  234 0
 451  229 0
 451  223 0
 461  218 0
 473  213 0
 474  213 0
 474  208 0
 494  236 0
 472  249 0
 459  249 0
 454  276 0
 439  281 0
 444  280 0
 448  287 0
 452  286 0
 459  272 0
 454  261 0
 453  254 0
 459  256 0
 467  279 0
 476  292 0
 472  303 0
 461  302 0
 448  298 0
 449  290 0
 456  269 0
 481  288 0
 472  268 0
 470  255 0
 465  245 0
 470  235 0
 486  225 0
 487  227 0
 481  234 0
 153 -131 0
 148 -121 0
 152 -121 0
 145 -128 0
 139 -148 0
 143 -161 0
 145 -161 0
 153 -160 0
 164 -153 0
 164 -147 0
 165 -140 0
-165 -107 0
-165  -98 0
-162  -88 0
-167  -81 0
-188  -87 0
-203  -90 0
-210  -99 0
-202  -98 0
-192  -91 0
-194  -97 0
-195 -113 0
-202 -121 0
-208 -135 0
-217 -151 0
-222 -161 0
-222 -170 0
-221 -171 0
-224 -160 0
-222 -134 0
-226 -106 0
-218  -92 0
-213  -84 0
-190  -87 0
-165  -93 0
-182 -106 0
-187 -108 0
-203 -128 0
-203 -135 0
-208 -121 0
-205 -102 0
-206 -115 0
-213 -132 0
-220 -144 0
-212 -164 0
-212 -149 0
-209 -166 0
-205 -172 0
-201 -167 0
 261  193 0
 260  191 0
 251  176 0
 251  173 0
 256  169 0
 260  163 0
 273  163 0
 285  167 0
 291  177 0
 280  195 0
 263  200 0
 255  189 0
 256  182 0
 263  181 0
 276  182 0
 277  180 0
 281  180 0
 280  188 0
 266  195 0
 264  189 0
 272  189 0
 277  192 0
 270  176 0
 268  172 0
 266  170 0
 281  171 0
 265  166 0
 268  176 0
 258  174 0
 277  168 0
 284  172 0
 288  182 0
 285  191 0
 273  197 0
 269  203 0
 265  196 0
 266  183 0
 286  182 0
 276  175 0
 270  171 0
 265  164 0
 278  163 0
 288  177 0
 287  192 0
 277  198 0
 266  207 0
 260  198 0
 259  195 0
 254  196 0
 248  188 0
 253  175 0
 265  170 0
 263  166 0
 271  164 0
 286  170 0
 286  176 0
 284  179 0
 279  187 0
 268  181 0
 263  178 0
 282  194 0
 278  177 0
 267  181 0
 263  366 0
 263  362 0
 263  350 0
 274  346 0
 288  351 0
 289  351 0
 292  353 0
 292  360 0
 304  372 0
 301  379 0
 288  385 0
 276  383 0
 270  379 0
 266  361 0
 266  357 0
 269  357 0
 278  355 0
 286  354 0
 282  358 0
 280  369 0
 273  371 0
 276  377 0
 292  376 0
 284  372 0
 285  365 0
 295  365 0
 294  369 0
 297  377 0
 295  384 0
 278  367 0
 277  364 0
 273  367 0
 278  382 0
 290  386 0
 299  383 0
 297  378 0
 299  380 0
 289  370 0
 294  381 0
 282  385 0
 299  397 0
 302  397 0
 308  389 0
 304  381 0
 302  390 0
 300  390 0
 294  394 0
 289  385 0
 284  375 0
 271  367 0
 261  361 0
 256  371 0
 248  384 0
 247  393 0
 257  416 0
 272  420 0
 263  415 0
 260  409 0
 256  403 0
 255  386 0
 256  384 0
 255  373 0
 256  379 0
 255  390 0
 254  402 0
 258  409 0
 270  416 0
 274  424 0
 263  424 0
 257  418 0
 253  409 0
 253  407 0
 250  392 0
 242  378 0
 244  361 0
 265  352 0
 262  354 0
 254  368 0
 249  373 0
 241  387 0
 245  398 0
 251  418 0
 263  427 0
 255  423 0
 247  405 0
 242  383 0
 244  364 0
 252  364 0
 273  357 0
 252  357 0
 246  363 0
 247  372 0
 246  378 0
 253  394 0
 256  402 0
 258  415 0
 267  423 0
 271  428 0
 267  432 0
 258  424 0
 257  420 0
 262  355 0
 270  352 0
 254  354 0
 248  363 0
 266  363 0
 258  370 0
 264  373 0
 252  376 0
 246  376 0
 249  391 0
 249  406 0
 251  414 0
 266  424 0
 258  421 0
 247  411 0
 239  392 0
 241  374 0
 250  362 0
 268  355 0
 291  364 0
 305  373 0
 312  387 0
 315  390 0
 311  393 0
 309  394 0
 301  399 0
 252  371 0
 252  381 0
 256  401 0
 264  425 0
 262  426 0
 255  416 0
 246  401 0
 244  396 0
 244  385 0
 279   72 0
 272   66 0
 270   56 0
 276   49 0
 279   49 0
 282   44 0
 283   36 0
 278   25 0
 280   20 0
 288   16 0
 299   16 0
 305   25 0
 301   31 0
 300   37 0
 307   42 0
 313   48 0
 313   51 0
 302   53 0
 297   56 0
 300   57 0
 310   66 0
 303   71 0
 285   74 0
 281   69 0
 281   64 0
 292   67 0
 296   67 0
 313   65 0
 306   57 0
 303   57 0
 298   57 0
 291   61 0
 283   64 0
 277   62 0
 278   60 0
 285   57 0
 295   54 0
 291   53 0
 290   51 0
 284   54 0
 294   49 0
 294   45 0
 290   42 0
 290   36 0
 287   30 0
 286   26 0
 282   24 0
 286   18 0
 291   20 0
 296   21 0
 296   34 0
 296   37 0
 298   48 0
 302   52 0
 304   55 0
 297   41 0
 273   37 0
 269   41 0
 298   53 0
 293   44 0
 284   44 0
 284   45 0
 280   58 0
 291   62 0
 281   39 0
 274   37 0
 475   74 0
 457   61 0
 457   53 0
 478   43 0
 491   41 0
 503   51 0
 491   62 0
 469   64 0
 468   70 0
 482   67 0
 471   57 0
 480   57 0
 478   61 0
 475   60 0
 489   53 0
 481   49 0
 467   48 0
 458   50 0
 466   55 0
 463   64 0
 463   53 0
 480   50 0
 486   48 0
 485   60 0
 484   65 0
 491   52 0
 500   46 0
 488   41 0
 472   42 0
 465   49 0
 478   51 0
 480   51 0
 471   58 0
 475   63 0
 469   67 0
 463   56 0
 464   51 0
 485   45 0
 468   46 0
 466   46 0
 458   43 0
 453   54 0
 462   60 0
 481   66 0
 483   60 0
 500   48 0
 506   42 0
 502   61 0
 494   68 0
 485   74 0
 481   74 0
 472   74 0
 458   71 0
 505   42 0
 494   51 0
 494   63 0
 482   43 0
 468   37 0
 464   33 0
 470   32 0
 476   33 0
 482   37 0
 485   37 0
 485   38 0
 479   41 0
 474   55 0
 483   63 0
 491   72 0
 493   55 0
 493   46 0
 487   40 0
 480   37 0
 473   35 0
 469   35 0
 460   37 0
 459   50 0
 464   77 0
 472   80 0
 478   78 0
 489   76 0
 490   71 0
 494   58 0
 493   50 0
 495   47 0
 504   46 0
 501   43 0
 496   41 0
 493   41 0
 478   38 0
 473   37 0
 474   49 0
 452   34 0
 459   48 0
 463   67 0
 454   74 0
 444   70 0
 440   64 0
 434   62 0
